"pid","hid","age","sex","n.samples","wave","reporting.day","typical.day","n.contact.total","n.locations","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+","n.contact.touch","n.contact.0-4.touch","n.contact.5-19.touch","n.contact.20-39.touch","n.contact.40-64.touch","n.contact.65+.touch","n.contact.home","n.contact.school","n.contact.work","n.contact.other"
1335,552,55,"M",1,"R3","Thursday",NA,3,3,"2",0,0,0,3,0,0,0,0,0,0,0,1,0,1,1
220,153,63,"F",4,"R3","Thursday","yes",6,5,"4",0,0,1,5,0,6,0,0,1,5,0,1,0,0,6
1148,155,20,"F",2,"R3","Thursday","yes",2,1,"0",0,0,0,2,0,1,0,0,0,1,0,2,0,0,0
222,155,48,"F",4,"R3","Thursday","yes",2,1,"0",0,0,1,1,0,2,0,0,1,1,0,2,0,0,0
223,155,60,"M",2,"R3","Thursday","yes",6,4,"3",0,0,1,5,0,0,0,0,0,0,0,2,0,4,0
254,177,59,"F",4,"R3","Thursday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,191,62,"M",3,"R3","Thursday","yes",5,2,"1",0,0,0,5,0,0,0,0,0,0,0,1,0,0,4
300,200,53,"F",4,"R3","Thursday","yes",6,3,"2",0,0,2,4,0,0,0,0,0,0,0,2,0,3,1
301,200,56,"M",2,"R3","Thursday","yes",9,3,"2",0,0,4,5,0,0,0,0,0,0,0,0,0,5,4
807,563,48,"F",4,"R3","Thursday","no",7,4,"3",0,0,0,5,2,6,0,0,0,4,2,3,0,0,4
340,222,55,"F",4,"R3","Thursday","yes",40,5,"4",0,30,35,40,0,10,0,1,2,7,0,1,0,35,4
398,261,66,"M",4,"R3","Thursday","yes",4,2,"1",0,0,0,0,4,0,0,0,0,0,0,1,0,0,3
1336,287,53,"M",2,"R3","Thursday","yes",12,1,"0",0,0,12,12,0,12,0,0,4,8,0,0,0,12,0
1337,290,53,"F",2,"R3","Thursday","no",108,5,"4",62,0,36,43,21,53,47,0,0,6,0,2,0,91,15
455,298,62,"F",4,"R3","Thursday","yes",5,2,"1",0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
1154,314,71,"F",3,"R3","Thursday","yes",2,2,"1",0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
514,338,55,"F",4,"R3","Thursday","yes",11,2,"1",0,0,7,3,1,8,0,0,5,3,0,6,0,0,5
515,338,61,"M",4,"R3","Thursday","yes",7,3,"2",0,0,5,2,0,3,0,0,2,1,0,3,0,0,4
571,378,68,"F",3,"R3","Thursday","yes",17,2,"1",0,0,0,0,17,0,0,0,0,0,0,0,0,0,17
1101,396,62,"F",3,"R3","Thursday","no",23,4,"3",0,0,1,20,22,1,0,0,0,0,1,2,0,0,21
590,396,66,"M",3,"R3","Thursday","yes",4,2,"1",0,0,3,1,0,0,0,0,0,0,0,1,0,3,0
599,403,59,"F",3,"R3","Thursday","yes",4,4,"3",0,0,1,0,3,1,0,0,0,0,1,1,0,0,4
1164,412,38,"F",3,"R3","Thursday","yes",9,2,"1",0,4,3,1,1,0,0,0,0,0,0,2,0,7,0
610,412,65,"F",4,"R3","Thursday","yes",10,4,"3",1,1,1,6,1,3,1,1,0,0,1,3,0,2,5
634,431,53,"F",4,"R3","Thursday","yes",2,2,"1",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1102,431,55,"M",3,"R3","Thursday","yes",3,2,"1",0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
635,432,61,"F",4,"R3","Thursday","yes",17,2,"1",14,14,0,3,0,14,10,4,0,0,0,0,0,15,2
87,85,46,"M",3,"R3","Friday","yes",11,1,"0",0,1,9,10,0,0,0,0,0,0,0,2,0,5,4
783,549,53,"F",3,"R3","Friday","yes",9,4,"3",0,0,2,3,4,2,0,0,1,0,1,2,0,0,7
1338,114,16,"F",2,"R3","Friday","yes",116,5,"4",0,107,4,9,0,74,0,69,2,3,0,1,113,0,2
1339,114,49,"M",1,"R3","Friday","no",7,3,"2",0,1,2,4,0,1,0,0,0,1,0,2,0,5,0
1265,114,73,"F",2,"R3","Friday","yes",2,2,"1",0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
854,147,35,"F",2,"R3","Friday","yes",79,14,"6+",0,0,24,16,49,38,0,0,10,8,22,0,0,57,22
208,147,63,"F",4,"R3","Friday","yes",2,2,"1",0,0,1,0,1,0,0,0,0,0,0,2,0,0,0
1105,555,41,"F",2,"R3","Friday","yes",8,2,"1",0,2,0,5,1,5,0,2,0,2,1,3,0,4,1
793,555,48,"M",3,"R3","Friday","yes",11,2,"1",0,2,1,8,0,3,0,2,0,1,0,3,0,7,1
257,179,62,"F",2,"R3","Friday","yes",2,3,"2",0,0,0,2,0,2,0,0,0,2,0,1,0,0,1
1109,196,23,"F",3,"R3","Friday","yes",9,2,"1",0,0,6,3,0,3,0,0,1,2,0,2,0,7,0
293,196,51,"F",3,"R3","Friday","yes",10,1,"0",0,0,2,8,0,2,0,0,1,1,0,2,0,0,8
294,196,56,"M",4,"R3","Friday","yes",6,4,"3",0,0,1,5,0,2,0,0,0,2,0,2,0,3,1
811,567,73,"F",4,"R3","Friday","no",8,3,"2",1,1,2,3,1,0,0,0,0,0,0,2,0,0,7
813,568,64,"M",4,"R3","Friday","yes",1,1,"0",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
521,342,50,"F",3,"R3","Friday","no",2,2,"1",0,0,1,1,0,1,0,0,1,0,0,2,0,0,0
523,344,46,"F",4,"R3","Friday","yes",8,6,"5",0,0,2,6,0,8,0,0,2,6,0,0,0,7,4
573,380,52,"F",3,"R3","Friday","yes",17,9,"6+",0,0,9,8,0,2,0,0,1,1,0,1,0,15,2
574,380,54,"M",3,"R3","Friday","yes",3,3,"2",0,0,0,3,0,0,0,0,0,0,0,1,0,0,3
588,394,46,"F",4,"R3","Friday","yes",42,7,"6+",0,16,31,21,0,5,0,2,0,3,0,10,0,16,16
600,404,41,"F",3,"R3","Friday","yes",17,7,"6+",0,0,9,8,0,2,0,0,1,1,0,1,0,15,1
1340,467,19,"M",1,"R3","Friday","yes",5,1,"0",0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
686,467,24,"F",2,"R3","Friday","no",14,4,"3",0,0,2,6,6,5,0,0,0,3,2,4,0,0,11
687,467,54,"F",3,"R3","Friday","yes",9,4,"3",0,0,2,5,2,3,0,0,0,1,2,2,0,0,7
707,484,63,"F",4,"R3","Friday","no",16,7,"6+",0,0,3,13,0,2,0,0,2,0,0,0,0,0,16
713,489,65,"F",4,"R3","Friday","yes",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1263,86,54,"M",3,"R3","Saturday","yes",8,2,"1",0,0,1,5,2,2,0,0,0,2,0,1,0,0,8
1264,550,23,"M",3,"R3","Saturday","yes",5,2,"1",0,1,3,1,0,5,0,1,3,1,0,2,3,0,0
167,124,40,"F",4,"R3","Saturday","yes",6,2,"1",1,0,3,5,0,2,1,0,0,1,0,5,0,0,2
228,158,55,"F",3,"R3","Saturday","yes",6,3,"2",0,1,2,0,3,1,0,1,0,0,0,2,0,0,5
794,556,7,"F",2,"R3","Saturday","no",11,2,"1",0,3,0,8,0,4,0,2,0,2,0,5,0,0,8
1341,556,9,"F",1,"R3","Saturday","yes",10,2,"1",0,3,0,7,0,5,0,3,0,2,0,5,0,0,7
1113,556,49,"M",2,"R3","Saturday","no",8,2,"1",0,4,0,4,0,5,0,4,0,1,0,5,0,0,5
1269,173,24,"M",2,"R3","Saturday","no",3,1,"0",0,0,1,2,0,0,0,0,0,0,0,3,0,0,0
248,173,58,"F",3,"R3","Saturday","yes",2,2,"1",0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
1110,209,24,"M",3,"R3","Saturday","yes",2,1,"0",0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
317,209,51,"F",4,"R3","Saturday","yes",29,10,"6+",0,10,18,23,0,0,0,0,0,0,0,1,0,6,22
1342,566,17,"M",2,"R3","Saturday","yes",14,3,"2",0,14,10,10,0,0,0,0,0,0,0,0,4,0,14
1343,566,22,"M",1,"R3","Saturday","no",23,2,"1",0,21,20,22,20,3,0,1,0,2,0,3,0,0,20
1119,566,47,"F",2,"R3","Saturday","no",25,5,"4",1,21,22,21,20,12,1,3,2,5,1,5,0,0,23
810,566,47,"M",2,"R3","Saturday","yes",11,3,"2",2,1,6,2,0,5,2,0,2,1,0,3,0,0,9
1114,236,31,"M",3,"R3","Saturday","yes",39,2,"1",0,30,34,34,1,0,0,0,0,0,0,2,0,37,0
362,236,65,"F",4,"R3","Saturday","no",5,3,"2",0,0,4,0,1,3,0,0,2,0,1,3,0,0,2
365,239,24,"F",3,"R3","Saturday","no",4,1,"0",0,0,1,3,0,1,0,0,1,0,0,3,0,0,1
366,239,55,"F",3,"R3","Saturday","yes",12,4,"3",0,0,1,11,8,1,0,0,0,1,0,2,0,0,11
367,239,60,"M",4,"R3","Saturday","no",12,4,"3",0,0,1,11,0,4,0,0,0,4,0,8,0,0,5
814,569,55,"M",4,"R3","Saturday","no",13,9,"6+",1,0,4,6,2,3,1,0,1,1,0,2,0,0,12
858,262,68,"F",3,"R3","Saturday","yes",22,6,"5",0,0,0,10,12,2,0,0,0,1,1,1,0,0,22
400,262,78,"M",3,"R3","Saturday","yes",9,4,"3",0,0,0,8,1,0,0,0,0,0,0,1,0,0,9
462,302,52,"F",4,"R3","Saturday","yes",9,4,"3",0,0,7,2,0,2,0,0,1,1,0,3,0,0,6
1155,325,9,"M",3,"R3","Saturday","yes",3,1,"0",0,0,1,2,0,3,0,0,1,2,0,3,0,0,0
494,325,23,"M",4,"R3","Saturday","yes",3,1,"0",0,1,0,2,0,1,0,1,0,0,0,3,0,0,0
1156,325,48,"F",3,"R3","Saturday","no",58,3,"2",0,1,51,52,0,16,0,0,4,12,0,2,0,56,0
819,574,64,"M",4,"R3","Saturday","yes",3,4,"3",0,0,0,3,0,3,0,0,0,3,0,1,0,0,2
587,393,44,"F",3,"R3","Saturday","no",9,6,"5",0,1,4,5,1,1,0,0,0,0,1,2,0,0,7
591,397,35,"F",3,"R3","Saturday","yes",3,2,"1",0,0,0,2,1,0,0,0,0,0,0,3,0,0,0
1344,397,38,"M",1,"R3","Saturday","yes",8,2,"1",1,1,3,2,1,7,1,1,3,1,1,7,0,0,4
592,398,48,"F",3,"R3","Saturday","no",8,6,"5",0,0,0,7,1,0,0,0,0,0,0,2,0,0,6
593,398,56,"F",4,"R3","Saturday","yes",6,3,"2",0,0,0,3,3,2,0,0,0,0,2,2,0,0,4
823,578,56,"F",4,"R3","Saturday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,407,57,"F",4,"R3","Saturday","no",9,3,"2",0,0,8,7,0,1,0,0,0,1,0,3,0,6,0
630,427,44,"M",4,"R3","Saturday","yes",2,2,"1",1,0,1,0,0,2,1,0,1,0,0,2,0,0,0
637,434,51,"F",3,"R3","Saturday","yes",3,2,"1",0,0,1,2,0,0,0,0,0,0,0,3,0,0,0
1345,548,22,"M",2,"R3","Sunday","yes",6,4,"3",0,0,1,5,0,3,0,0,0,3,0,2,0,0,4
782,548,47,"F",3,"R3","Sunday","yes",3,2,"1",0,0,1,2,0,2,0,0,1,1,0,2,0,0,1
1116,548,49,"M",2,"R3","Sunday","yes",8,4,"3",0,0,6,5,0,3,0,0,1,2,0,2,0,0,6
1346,610,20,"M",1,"R3","Sunday","yes",5,2,"1",0,0,3,2,0,5,0,0,3,2,0,2,0,0,3
879,610,54,"F",3,"R3","Sunday","yes",2,1,"0",0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
1347,610,58,"M",2,"R3","Sunday","no",3,1,"0",0,0,2,1,0,0,0,0,0,0,0,3,0,0,0
880,611,46,"M",3,"R3","Sunday","yes",17,2,"1",0,0,15,17,0,1,0,0,0,1,0,1,0,0,16
881,611,50,"F",3,"R3","Sunday","yes",3,2,"1",0,0,0,3,0,1,0,0,0,1,0,1,0,0,3
882,612,50,"F",4,"R3","Sunday","yes",5,4,"3",0,2,1,2,0,4,0,2,0,2,0,2,0,0,5
885,614,27,"F",3,"R3","Sunday","yes",6,4,"3",0,0,3,3,0,0,0,0,0,0,0,2,0,0,5
886,615,43,"M",4,"R3","Sunday","yes",7,3,"2",0,5,0,5,0,0,0,0,0,0,0,0,0,0,7
1348,615,44,"M",2,"R3","Sunday","yes",16,5,"4",10,14,0,12,0,6,2,2,0,2,0,3,0,0,16
1126,617,61,"F",3,"R3","Sunday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,553,14,"M",4,"R3","Sunday","yes",1,1,"0",0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1118,557,56,"F",2,"R3","Sunday","yes",29,5,"4",0,21,21,25,2,0,0,0,0,0,0,5,0,23,1
1127,620,29,"M",3,"R3","Sunday","no",10,3,"2",0,0,8,2,0,2,0,0,2,0,0,2,0,7,2
893,621,47,"F",4,"R3","Sunday","yes",7,6,"5",0,1,2,4,0,0,0,0,0,0,0,2,0,0,6
898,625,53,"F",3,"R3","Sunday","yes",10,3,"2",0,1,3,6,0,3,0,0,1,2,0,1,0,0,9
1129,626,47,"F",3,"R3","Sunday","yes",3,2,"1",0,0,2,1,0,3,0,0,2,1,0,2,0,0,1
899,626,49,"M",4,"R3","Sunday","yes",4,2,"1",0,0,3,1,0,3,0,0,3,0,0,1,0,3,0
900,627,33,"F",2,"R3","Sunday","no",11,13,"6+",0,1,4,3,3,8,0,1,2,3,2,4,0,0,11
901,627,62,"F",4,"R3","Sunday","yes",13,3,"2",0,0,1,3,9,0,0,0,0,0,0,3,0,0,10
905,629,56,"F",4,"R3","Sunday","yes",8,2,"1",0,0,4,4,0,1,0,0,0,1,0,2,0,0,6
906,630,53,"M",4,"R3","Sunday","yes",23,8,"6+",0,0,16,16,1,1,0,0,0,0,1,1,0,0,22
1349,633,15,"F",2,"R3","Sunday","no",2,2,"1",0,0,0,2,0,2,0,0,0,2,0,2,0,0,0
913,633,50,"F",3,"R3","Sunday","yes",4,1,"0",0,0,4,4,0,0,0,0,0,0,0,0,0,4,0
914,634,33,"M",3,"R3","Sunday","no",2,2,"1",0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
1255,636,47,"F",3,"R3","Sunday","yes",8,5,"4",4,2,4,2,0,8,2,2,2,2,0,3,0,0,8
916,636,48,"M",3,"R3","Sunday","yes",9,5,"4",0,1,5,3,0,4,0,1,2,1,0,3,0,0,9
919,639,39,"F",4,"R3","Sunday","no",5,3,"2",1,0,1,3,0,3,1,0,0,2,0,4,0,0,1
465,305,46,"M",4,"R3","Sunday","no",18,2,"1",0,0,8,10,0,1,0,0,1,0,0,3,0,0,16
1121,322,24,"F",3,"R3","Sunday","no",7,2,"1",0,1,3,3,0,2,0,1,0,1,0,7,0,0,0
489,322,26,"F",4,"R3","Sunday","yes",30,2,"1",0,0,4,4,25,0,0,0,0,0,0,2,0,25,3
539,355,52,"F",4,"R3","Sunday","no",5,3,"2",0,1,2,1,1,2,0,1,0,1,0,5,0,0,5
1350,377,13,"M",2,"R3","Sunday","no",3,1,"0",0,0,1,1,1,2,0,0,1,1,0,3,0,0,0
874,377,20,"F",4,"R3","Sunday","yes",3,1,"0",0,1,0,1,1,2,0,1,0,1,0,3,0,0,0
569,377,47,"F",4,"R3","Sunday","yes",8,4,"3",0,1,6,0,1,6,0,1,4,0,1,3,0,0,5
1122,456,65,"F",2,"R3","Sunday","no",1,1,"0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
926,643,61,"F",4,"R3","Monday","no",5,5,"4",0,0,3,2,0,3,0,0,2,1,0,3,0,0,5
927,643,62,"M",4,"R3","Monday","yes",7,5,"4",0,0,3,4,0,1,0,0,0,1,0,3,0,0,7
928,644,26,"F",2,"R3","Monday","yes",2,1,"0",0,0,0,1,1,2,0,0,0,1,1,2,0,0,0
1132,644,54,"F",3,"R3","Monday","yes",5,3,"2",0,0,1,3,1,0,0,0,0,0,0,1,0,0,5
929,644,66,"M",4,"R3","Monday","yes",2,2,"1",0,0,1,1,0,2,0,0,1,1,0,2,0,0,0
930,645,60,"F",4,"R3","Monday","yes",100,1,"0",0,80,20,20,0,50,0,90,0,0,0,0,0,100,0
933,648,61,"F",4,"R3","Monday","yes",21,2,"1",0,0,1,3,17,1,0,0,0,0,1,0,0,0,21
935,650,70,"F",4,"R3","Monday","yes",12,4,"3",0,1,4,4,3,0,0,0,0,0,0,3,3,0,6
1351,652,11,"F",1,"R3","Monday","yes",7,2,"1",0,6,0,1,0,7,0,6,0,1,0,2,5,0,0
1136,652,47,"F",3,"R3","Monday","yes",223,3,"2",110,112,110,109,0,57,39,17,0,1,0,3,0,220,0
938,652,54,"M",4,"R3","Monday","yes",4,2,"1",0,0,0,3,1,0,0,0,0,0,0,0,0,3,1
941,655,62,"F",4,"R3","Monday","yes",9,5,"4",0,0,2,5,2,3,0,0,0,3,0,2,0,0,7
942,655,63,"M",3,"R3","Monday","yes",5,2,"1",0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
1352,657,22,"M",1,"R3","Monday","yes",10,2,"1",0,0,4,6,0,1,0,0,0,1,0,5,0,0,5
951,663,68,"F",4,"R3","Monday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,663,72,"M",2,"R3","Monday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,666,75,"F",1,"R3","Monday","yes",5,2,"1",0,0,0,0,5,0,0,0,0,0,0,1,0,0,4
954,666,82,"M",4,"R3","Monday","yes",14,2,"1",0,0,0,0,14,0,0,0,0,0,0,0,0,0,14
1355,668,61,"F",2,"R3","Monday","yes",10,2,"1",0,0,4,5,1,8,0,0,4,3,1,4,0,6,0
956,668,74,"M",4,"R3","Monday","yes",4,1,"0",0,0,3,1,0,3,0,0,2,1,0,4,0,0,0
957,669,37,"F",4,"R3","Monday","yes",8,3,"2",0,0,5,3,0,7,0,0,4,3,0,1,0,6,1
958,669,39,"M",2,"R3","Monday","yes",7,2,"1",0,0,5,2,0,1,0,0,1,0,0,1,0,6,0
959,670,61,"F",4,"R3","Monday","yes",0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,672,68,"M",4,"R3","Monday","yes",6,5,"4",0,0,2,2,2,0,0,0,0,0,0,2,0,0,4
1356,673,31,"F",2,"R3","Monday","yes",11,5,"4",1,1,6,3,0,4,1,1,2,0,0,5,0,0,6
962,673,60,"F",4,"R3","Monday","yes",3,1,"0",1,1,1,0,0,2,1,1,0,0,0,3,0,0,0
964,675,43,"F",3,"R3","Monday","no",8,4,"3",0,0,5,7,1,1,0,0,0,0,1,1,0,5,2
970,681,22,"F",2,"R3","Monday","no",16,4,"3",1,0,9,6,0,11,1,0,9,1,0,3,8,0,5
1357,681,23,"F",2,"R3","Monday","yes",8,5,"4",1,0,5,2,0,3,1,0,1,1,0,4,0,4,4
971,681,47,"F",4,"R3","Monday","yes",9,2,"1",1,0,2,6,0,5,1,0,2,2,0,4,0,0,5
972,682,51,"M",4,"R3","Monday","yes",35,5,"4",0,20,14,14,0,1,0,0,0,1,0,1,0,30,5
1358,682,54,"F",2,"R3","Monday","yes",94,4,"3",0,70,23,23,0,25,0,20,1,4,0,2,0,88,5
973,683,41,"F",3,"R3","Monday","yes",8,2,"1",0,0,7,1,0,0,0,0,0,0,0,0,0,1,7
974,683,64,"F",4,"R3","Monday","yes",4,3,"2",0,0,2,2,0,0,0,0,0,0,0,1,0,0,3
976,685,65,"F",4,"R3","Monday","yes",5,1,"0",0,0,1,0,4,3,0,0,0,0,3,5,0,0,0
978,687,68,"F",4,"R3","Monday","yes",3,2,"1",0,0,0,2,1,1,0,0,0,1,0,2,0,0,1
981,690,48,"M",4,"R3","Monday","yes",13,6,"5",0,0,7,11,2,1,0,0,0,0,1,2,0,9,2
1140,690,66,"F",3,"R3","Monday","yes",9,4,"3",0,0,0,3,6,1,0,0,0,1,0,1,0,0,9
982,691,33,"M",2,"R3","Tuesday","yes",10,4,"3",0,0,7,1,2,0,0,0,0,0,0,3,0,6,1
983,691,68,"F",4,"R3","Tuesday","yes",4,2,"1",0,0,1,1,2,1,0,0,0,0,1,2,0,0,2
986,692,47,"M",4,"R3","Tuesday","yes",19,7,"6+",0,2,2,15,0,3,0,1,0,2,0,3,0,10,7
987,693,60,"F",4,"R3","Tuesday","yes",5,2,"1",2,0,2,1,0,2,2,0,0,0,0,0,0,4,1
1359,694,11,"M",1,"R3","Tuesday","yes",9,2,"1",0,6,1,2,0,5,0,3,0,2,0,3,6,0,0
988,694,60,"M",4,"R3","Tuesday","yes",21,3,"2",0,2,5,14,0,5,0,0,0,5,0,3,0,15,3
989,695,45,"M",4,"R3","Tuesday","yes",19,8,"6+",0,1,8,14,2,3,0,1,0,1,1,3,0,0,16
990,696,26,"F",4,"R3","Tuesday","yes",17,6,"5",0,0,13,12,0,3,0,0,1,2,0,1,0,0,16
992,698,48,"F",3,"R3","Tuesday","yes",14,4,"3",0,0,5,8,1,1,0,0,0,0,1,2,0,9,3
1141,698,85,"F",3,"R3","Tuesday","yes",12,3,"2",0,0,3,3,6,1,0,0,1,0,0,0,0,0,12
993,699,59,"F",4,"R3","Tuesday","yes",23,6,"5",1,0,13,5,14,3,1,0,0,0,2,3,0,20,0
1142,700,21,"F",3,"R3","Tuesday","yes",3,2,"1",0,0,1,1,1,3,0,0,1,1,1,3,0,0,0
1360,700,33,"M",2,"R3","Tuesday","yes",3,2,"1",0,0,1,1,1,0,0,0,0,0,0,2,0,0,1
994,700,63,"F",4,"R3","Tuesday","no",9,4,"3",0,0,4,4,1,1,0,0,1,0,0,1,0,0,9
995,700,68,"M",4,"R3","Tuesday","yes",4,1,"0",0,0,3,1,0,0,0,0,0,0,0,4,0,0,0
999,703,60,"M",3,"R3","Tuesday","yes",11,3,"2",0,0,3,7,1,0,0,0,0,0,0,3,0,8,0
1000,704,76,"M",4,"R3","Tuesday","no",5,2,"1",0,0,0,5,3,0,0,0,0,0,0,3,0,0,2
1044,741,38,"F",3,"R3","Tuesday","yes",1,1,"0",0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1008,711,38,"F",4,"R3","Tuesday","no",28,3,"2",0,0,25,23,0,4,0,0,2,2,0,1,0,25,2
1013,716,35,"F",3,"R3","Tuesday","yes",2,2,"1",0,1,0,1,0,1,0,1,0,0,0,2,0,0,1
1015,717,63,"M",4,"R3","Tuesday","yes",11,2,"1",0,0,1,10,0,1,0,0,0,1,0,2,0,9,0
1016,718,58,"F",4,"R3","Tuesday","no",12,4,"3",0,0,6,9,2,2,0,0,0,0,2,1,0,0,11
1361,718,58,"F",2,"R3","Tuesday","yes",8,3,"2",0,0,2,6,0,0,0,0,0,0,0,0,0,4,4
1362,719,54,"F",1,"R3","Tuesday","yes",3,2,"1",0,0,1,2,0,2,0,0,1,1,0,3,0,0,0
1017,719,57,"M",3,"R3","Tuesday","yes",2,1,"0",0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
1262,723,61,"F",3,"R3","Tuesday","yes",8,4,"3",1,0,2,4,1,5,1,0,0,3,1,2,0,0,6
1021,723,70,"M",4,"R3","Tuesday","yes",5,4,"3",0,0,1,4,0,2,0,0,1,1,0,2,0,0,3
1022,724,34,"F",2,"R3","Tuesday","no",10,2,"1",0,0,1,8,5,8,0,0,1,5,2,3,0,7,0
1363,724,69,"M",1,"R3","Tuesday","yes",4,4,"3",0,0,2,2,0,0,0,0,0,0,0,4,0,0,0
1023,725,49,"F",4,"R3","Tuesday","yes",86,4,"3",0,69,4,45,1,12,0,12,0,0,0,3,0,81,2
1024,726,45,"M",4,"R3","Tuesday","yes",7,5,"4",0,0,6,1,0,0,0,0,0,0,0,1,0,0,7
1025,727,56,"F",4,"R3","Tuesday","yes",2,2,"1",0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
1364,760,61,"F",2,"R3","Wednesday","no",12,2,"1",0,0,1,10,11,0,0,0,0,0,0,2,0,0,10
1365,760,69,"M",2,"R3","Wednesday","yes",5,3,"2",0,0,0,2,3,0,0,0,0,0,0,1,0,0,4
1171,761,21,"F",3,"R3","Wednesday","yes",13,2,"1",0,0,9,4,0,2,0,0,1,1,0,2,11,0,0
1172,761,50,"F",3,"R3","Wednesday","yes",18,2,"1",0,0,16,16,16,1,0,0,0,1,0,2,0,16,0
1174,762,58,"F",3,"R3","Wednesday","yes",37,5,"4",18,18,34,32,19,14,0,0,4,7,3,2,0,31,4
1270,822,55,"M",3,"R3","Wednesday","yes",8,4,"3",0,0,5,3,0,2,0,0,1,1,0,4,0,0,4
1175,763,62,"F",3,"R3","Wednesday","yes",5,2,"1",0,1,3,1,0,0,0,0,0,0,0,0,0,5,0
1183,769,56,"F",3,"R3","Wednesday","yes",15,5,"4",0,0,8,7,0,4,0,0,3,1,0,3,0,0,12
1184,769,57,"M",3,"R3","Wednesday","no",18,2,"1",0,0,17,9,0,0,0,0,0,0,0,0,0,12,6
1186,771,64,"M",3,"R3","Wednesday","yes",1,1,"0",0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
1189,773,59,"F",3,"R3","Wednesday","no",19,6,"5",0,1,3,12,3,2,0,0,0,2,0,0,0,0,19
191,139,17,"M",3,"R3","Wednesday","yes",17,2,"1",0,16,0,1,0,4,0,4,0,0,0,2,15,0,0
192,139,59,"M",4,"R3","Wednesday","yes",6,3,"2",0,2,3,4,0,5,0,2,1,2,0,2,0,0,4
1193,775,54,"M",3,"R3","Wednesday","yes",12,3,"2",0,0,8,12,0,0,0,0,0,0,0,0,0,8,4
1287,825,30,"F",2,"R3","Wednesday","yes",4,2,"1",0,0,2,1,1,0,0,0,0,0,0,2,0,2,0
307,204,44,"F",4,"R3","Wednesday","yes",15,6,"5",0,0,3,12,0,0,0,0,0,0,0,2,0,0,13
308,204,48,"M",4,"R3","Wednesday","no",21,7,"6+",0,2,12,13,3,2,0,0,1,1,0,1,0,18,2
1028,730,9,"M",4,"R3","Wednesday","no",7,4,"3",0,5,2,0,0,6,0,4,2,0,0,2,5,0,1
1029,730,31,"F",4,"R3","Wednesday","no",6,4,"3",0,1,3,2,0,4,0,1,2,1,0,2,0,0,5
1052,748,59,"F",4,"R3","Wednesday","yes",6,2,"1",0,0,1,5,0,0,0,0,0,0,0,1,0,5,0
1055,750,18,"M",4,"R3","Wednesday","yes",4,2,"1",0,2,0,2,0,0,0,0,0,0,0,2,2,0,0
1056,750,48,"F",4,"R3","Wednesday","yes",12,3,"2",0,1,8,2,1,4,0,1,1,2,0,2,0,10,0
1060,754,72,"F",4,"R3","Wednesday","yes",7,4,"3",0,0,1,3,3,0,0,0,0,0,0,1,0,0,6
1366,755,47,"F",1,"R3","Wednesday","yes",5,2,"1",0,0,4,1,0,0,0,0,0,0,0,0,0,5,0
1061,755,48,"F",4,"R3","Wednesday","yes",9,3,"2",0,0,2,7,0,3,0,0,1,2,0,0,0,6,7
1062,756,47,"F",3,"R3","Wednesday","no",1,1,"0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1048,745,57,"F",4,"R3","Wednesday","yes",9,5,"4",0,4,6,7,0,3,0,0,2,1,0,1,0,2,6
1288,826,61,"F",3,"R3","Thursday","yes",9,3,"2",0,0,0,9,0,9,0,0,0,9,0,0,0,0,9
1199,780,31,"F",3,"R3","Thursday","yes",2,2,"1",0,0,1,0,1,1,0,0,0,0,1,1,0,1,0
1200,780,40,"M",3,"R3","Thursday","yes",12,4,"3",0,1,7,7,1,3,0,1,1,0,1,3,0,4,5
1201,781,73,"F",3,"R3","Thursday","yes",2,2,"1",0,1,1,0,0,1,0,1,0,0,0,1,0,0,1
